Nome: RONDONOPOLIS
Codigo Estacao: A907
Latitude: -16.4625
Longitude: -54.58027777
Altitude: 289.88
Situacao: Operante
Data Inicial: 2004-01-01
Data Final: 2025-08-01
Periodicidade da Medicao: Mensal

Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);
2006-01-31;21;262,4;977,3;26;6,6;2;
2006-02-28;18;null;977,2;26;7,3;1,9;
2006-03-31;22;224,6;977,7;25,8;8,5;1,9;
2006-04-30;7;null;978,2;25,6;6,5;1,7;
2006-05-31;1;null;null;22,9;5,7;null;
2006-06-30;null;0;982,1;23,8;6,1;1,8;
2006-07-31;2;1,8;982,5;23,6;7,9;2,1;
2006-08-31;null;null;null;null;6,7;null;
2006-09-30;4;null;null;27,2;10,6;null;
2006-10-31;22;141;977,7;26;8,9;2,1;
2006-11-30;12;193,2;976,9;26;8,6;2,1;
2006-12-31;25;317,2;977,9;25,2;8,4;1,9;
2007-01-31;24;246,2;977,6;25,6;9;1,9;
2007-02-28;18;195,4;977,6;25,5;6,4;2;
2007-03-31;16;92,2;978,7;25,9;5,9;1,8;
2007-04-30;4;null;null;null;null;null;
2007-05-31;null;null;null;null;null;null;
2007-06-30;null;null;null;null;null;null;
2007-07-31;null;null;null;null;null;null;
2007-08-31;null;null;null;null;null;null;
2007-09-30;3;null;null;null;9,1;null;
2007-10-31;12;138,2;977,3;27,8;8,3;2,3;
2007-11-30;21;125,4;976,5;26,3;8,5;2,1;
2007-12-31;18;100,6;976,8;25,8;10,6;2,1;
2008-01-31;14;178,2;976,9;25,2;8,7;1,9;
2008-02-29;23;24;978;25,5;6,7;1,9;
2008-03-31;26;14,4;977,9;25,4;9;1,8;
2008-04-30;6;77,8;977,8;24,6;6,1;1,8;
2008-05-31;0;0;981,3;22,4;8,9;1,9;
2008-06-30;0;0;982,3;22;5,8;1,8;
2008-07-31;0;0;982,3;22,6;6,6;1,8;
2008-08-31;0;0;979,2;26,2;7,1;2;
2008-09-30;0;0;979,4;26,6;7,8;2,5;
2008-10-31;2;10,8;978,4;27,6;10,2;2,6;
2008-11-30;18;63,6;976,5;26,8;10,6;2,1;
2008-12-31;22;240,6;976;25,9;7,4;2,1;
2009-01-31;15;101,4;977,8;25,7;6,6;1,9;
2009-02-28;21;206,6;977,6;25,6;8,4;2;
2009-03-31;22;222,8;977,6;25,6;11,3;1,7;
2009-04-30;11;32,4;979,4;25;6,1;1,6;
2009-05-31;11;48,2;980,5;23,5;5,6;1,6;
2009-06-30;9;61;982,5;21,8;4,9;1,9;
2009-07-31;4;6,4;981,7;22,9;7,1;1,9;
2009-08-31;4;13;980,4;25;8,2;2,2;
2009-09-30;12;57,2;979,8;26,1;11,1;2,4;
2009-10-31;17;140,6;976,9;26,4;9,4;2,1;
2009-11-30;19;208,6;976,4;26,4;7,5;2;
2009-12-31;26;228,6;977,3;26,7;7,9;2,1;
2010-01-31;2;null;null;null;null;null;
2010-02-28;null;null;null;null;null;null;
2010-03-31;5;null;null;null;null;null;
2010-04-30;null;null;null;null;null;null;
2010-05-31;null;null;null;null;null;null;
2010-06-30;null;null;null;23,7;4,7;null;
2010-07-31;1;1,2;982,3;22,1;6,2;1,9;
2010-08-31;0;0;981,4;24,6;7,1;1,9;
2010-09-30;1;,4;977,5;29,1;6,9;2,1;
2010-10-31;9;175;977,2;27,4;7,1;1,9;
2010-11-30;15;193;976,2;26;7,3;1,8;
2010-12-31;13;145,4;975;26;8,6;1,8;
2011-01-31;26;357,8;976,2;25,2;6,4;1,4;
2011-02-28;22;146;977,5;25,2;6,3;1,6;
2011-03-31;24;257;976,7;24,9;6,2;1,4;
2011-04-30;11;38,6;978,7;25,6;5,8;1,3;
2011-05-31;8;2,6;980,8;23,5;4,7;1,5;
2011-06-30;4;18,6;981,5;22,4;6;1,5;
2011-07-31;1;,2;981,1;23,6;6;1,8;
2011-08-31;1;1,2;980,5;25,4;6,3;2;
2011-09-30;6;6;979,6;28,5;7,5;2,1;
2011-10-31;16;199,2;976,8;26,8;6,6;2;
2011-11-30;12;114,4;976,6;26,3;9,1;1,9;
2011-12-31;18;134,4;976,7;25,9;6,4;1,6;
2012-01-31;23;484,2;977,3;25,1;5,7;1,6;
2012-02-29;18;166;978;25,5;7,9;1,6;
2012-03-31;15;53,6;979;25,4;8,9;1,4;
2012-04-30;12;58;978,8;25,6;7,5;1,4;
2012-05-31;15;78,2;981;23,4;5,3;1,3;
2012-06-30;15;47;982;22,5;6,6;1,2;
2012-07-31;0;0;982,3;22;5,2;1,4;
2012-08-31;null;0;982,4;24,6;6,2;1,9;
2012-09-30;7;41;979,8;27,5;8,9;1,8;
2012-10-31;11;50;977,1;28;9;1,8;
2012-11-30;18;251,4;976,2;26,2;10,2;1,6;
2012-12-31;22;91,4;976,8;26,6;9,8;1,6;
2013-01-31;22;299,6;977,2;25,8;8;1,5;
2013-02-28;19;156,8;978,1;25,2;7;1,4;
2013-03-31;16;123,6;978,2;26,1;6,6;1,3;
2013-04-30;14;101,6;980;24,5;6,2;1,2;
2013-05-31;7;23;980,7;24,2;5,3;1,3;
2013-06-30;10;40,8;981,3;24,2;5,7;,9;
2013-07-31;2;,4;982,9;22,4;5,8;1,4;
2013-08-31;0;0;981,7;23,5;6,2;1,8;
2013-09-30;5;12;979,5;26,9;6,4;1,9;
2013-10-31;12;92;978,4;26,9;8,2;1,9;
2013-11-30;16;87,4;976,7;26,5;7,1;1,8;
2013-12-31;24;206,6;976,2;25,7;7,7;1,4;
2014-01-31;null;null;979,2;24,9;7,9;1,1;
2014-02-28;null;null;977,8;25,2;11,2;1,1;
2014-03-31;null;null;978,5;25,4;6,9;1,1;
2014-04-30;null;null;979,5;25,7;4,9;1,1;
2014-05-31;11;24;980,7;23,6;4,5;1,1;
2014-06-30;0;0;981,8;23,4;4,8;1,1;
2014-07-31;7;7,8;983,6;22,9;5,6;1,2;
2014-08-31;0;0;981,4;25,1;6;1,3;
2014-09-30;7;60,8;978,9;27,5;5,8;1,3;
2014-10-31;12;91,4;978,2;28,2;6,9;1,4;
2014-11-30;19;175,4;977,3;26,2;8,3;1,4;
2014-12-31;24;268;977,7;25,4;6,9;1,3;
2015-01-31;9;51;979,5;26,2;8;1,2;
2015-02-28;null;null;978,6;25,6;11,5;1,4;
2015-03-31;null;null;978,7;25,5;7,6;1,2;
2015-04-30;null;null;979,5;25,7;6,6;1;
2015-05-31;12;42;981,1;24,3;4,8;1;
2015-06-30;2;,4;982,9;23,6;4,9;1,1;
2015-07-31;4;20,8;982,3;23,6;5;1,4;
2015-08-31;1;8,8;980,6;26,1;7;1,6;
2015-09-30;9;110;978,4;27,6;10,5;1,5;
2015-10-31;13;72,4;978,2;27,7;8,2;1,3;
2015-11-30;19;69,8;977,1;26,9;8,2;1,1;
2015-12-31;18;180,4;978,7;26,6;8,8;1,2;
2016-01-31;27;253,2;976,8;26;6,5;1,2;
2016-02-29;21;64,2;978,9;26,7;10;1,1;
2016-03-31;22;35,6;979,7;26,6;7,8;1;
2016-04-30;7;12;979,4;26,4;5,2;1;
2016-05-31;2;,6;981,9;25;4,2;1,4;
2016-06-30;5;2,8;983,9;22,3;4,5;1,4;
2016-07-31;0;0;982,3;23,7;5,7;1,5;
2016-08-31;null;null;981,1;24,8;6,6;1,7;
2016-09-30;null;null;980,5;26,5;8;1,9;
2016-10-31;null;null;null;null;null;null;
2016-11-30;null;null;null;null;null;null;
2016-12-31;7;null;null;null;null;null;
2017-01-31;25;167,8;978,4;25,8;6,2;1,3;
2017-02-28;18;110,2;978,1;25,7;9,4;1,3;
2017-03-31;20;125,8;978,6;26,1;6,1;1,2;
2017-04-30;null;null;979,4;26;6;1,1;
2017-05-31;4;44,4;980,2;26;4,1;1;
2017-06-30;2;,6;982,3;23,4;5;1,1;
2017-07-31;0;0;985;22;5,7;1,3;
2017-08-31;5;56,2;980,2;26,2;6,5;1,3;
2017-09-30;1;2,6;979,7;28,4;8,5;1,4;
2017-10-31;15;30,6;977,5;26,9;12,8;1,4;
2017-11-30;19;293,4;976,4;26,5;6,7;1,2;
2017-12-31;22;305,8;977;25,4;5,4;1,2;
2018-01-31;22;193;977,9;25,8;7,9;1,2;
2018-02-28;21;350,6;977,3;25,5;7,1;1,2;
2018-03-31;16;157,6;978;26,3;7,3;1,1;
2018-04-30;17;56,2;980,3;25,1;6,7;1;
2018-05-31;12;20,4;981,7;23,5;6,1;1,1;
2018-06-30;5;7,4;983,4;22,1;4,2;1,3;
2018-07-31;0;0;982,7;22,8;4,7;1,4;
2018-08-31;1;29,8;982,1;24,5;8,3;1,7;
2018-09-30;9;35,2;978,6;26,5;5,7;1,6;
2018-10-31;20;56;977,8;27,1;8,1;1,4;
2018-11-30;19;288,8;976,9;26,3;6;1,1;
2018-12-31;17;190,2;978,5;26,7;9,3;1,1;
2019-01-31;20;225,6;979,8;26,2;6,4;1,1;
2019-02-28;15;null;null;26,4;9;null;
2019-03-31;null;null;null;null;null;null;
2019-04-30;3;null;null;null;null;null;
2019-05-31;13;56,4;980,6;24,3;4,5;1;
2019-06-30;7;1,4;982,8;23,4;4,6;,9;
2019-07-31;2;5;982,8;22,5;4,7;1,2;
2019-08-31;2;5,6;982,6;25,9;5,3;1,6;
2019-09-30;4;2,8;978,5;29,6;6;1,6;
2019-10-31;13;164,4;978;27,9;8;1,6;
2019-11-30;18;183,8;977;26,7;7,5;1,2;
2019-12-31;6;null;null;null;7;null;
2020-01-31;4;null;null;null;5,9;null;
2020-02-29;16;null;978,3;26,3;7,5;1,1;
2020-03-31;null;null;978,2;26,8;6,4;1;
2020-04-30;null;null;980,3;26,3;5,4;,9;
2020-05-31;null;null;982,4;22,4;4,5;,8;
2020-06-30;null;0;981,8;23,9;5,6;1;
2020-07-31;0;0;981,5;24;4,9;1,2;
2020-08-31;0;0;980,5;25,7;6,4;1,4;
2020-09-30;null;null;null;29,1;5,3;null;
2020-10-31;null;null;null;null;7,5;null;
2020-11-30;null;null;null;null;10,4;null;
2020-12-31;null;null;null;null;7,8;null;
2021-01-31;null;null;null;null;5,6;null;
2021-02-28;null;null;977;26,2;7,4;1,1;
2021-03-31;null;null;978,6;25,5;6,2;,8;
2021-04-30;null;null;979,5;25,7;4,4;,8;
2021-05-31;null;null;981,6;23,9;4;,6;
2021-06-30;null;null;982,4;23;6,2;,8;
2021-07-31;null;null;983,8;21,5;4,8;,4;
2021-08-31;null;null;981,1;25,8;7,3;,9;
2021-09-30;5;27,6;978,2;29,7;6,2;1,3;
2021-10-31;5;null;null;null;8,9;null;
2021-11-30;null;null;null;null;null;null;
2021-12-31;null;null;null;null;null;null;
2022-01-31;null;null;null;null;null;null;
2022-02-28;null;null;null;null;null;null;
2022-03-31;null;null;null;null;null;null;
2022-04-30;null;null;null;null;null;null;
2022-05-31;0;0;981,7;22;4,6;1,1;
2022-06-30;6;13,2;981,4;22,7;6;1,1;
2022-07-31;0;0;981;23,9;4,4;1,2;
2022-08-31;4;76,6;981;24,2;7,3;1,5;
2022-09-30;4;19;978,7;27,6;5,1;1,6;
2022-10-31;12;191;977,8;26,8;6,2;1,4;
2022-11-30;6;108,8;977,3;25,7;6,7;1,3;
2022-12-31;23;200,8;975,9;26,1;7,1;1,4;
2023-01-31;26;352,8;977,8;25,1;4,6;1,3;
2023-02-28;17;101,4;978,7;25,4;7,6;1,2;
2023-03-31;7;37;978,7;25,5;5,4;1,1;
2023-04-30;18;148,6;978,8;25,2;6,1;1;
2023-05-31;4;38;981;23,9;3,5;,8;
2023-06-30;2;6,6;983,2;20,9;3,5;1;
2023-07-31;0;0;982,3;23,4;5,3;1,2;
2023-08-31;2;1,8;979,6;26,7;6;1,5;
2023-09-30;9;92;978,2;28,9;7,9;1,6;
2023-10-31;3;19,8;976,5;29,1;7,7;1,4;
2023-11-30;10;106,8;976,5;28,7;8,8;1,4;
2023-12-31;14;101,4;977;28,2;5,2;1,2;
2024-01-31;null;null;null;null;null;null;
2024-02-29;null;null;null;null;null;null;
2024-03-31;11;null;null;null;5,2;null;
2024-04-30;5;null;null;null;null;null;
2024-05-31;null;null;null;null;null;null;
2024-06-30;null;null;null;null;null;null;
2024-07-31;null;null;984,1;22,1;4;1,3;
2024-08-31;0;0;981,8;24,9;5,3;1,5;
2024-09-30;1;1,6;977,9;29,2;5,6;1,4;
2024-10-31;19;105,8;977,2;28,5;6,9;1,4;
2024-11-30;16;72,8;976,5;26,6;5,4;1,3;
2024-12-31;16;240,8;977;26;5,8;1;
2025-01-31;28;131,6;977;26,2;5,6;1,1;
2025-02-28;18;241,8;978,1;26;6,6;1,1;
2025-03-31;14;101,2;979,1;26,1;7,2;1;
2025-04-30;18;209;978,8;25,6;3,7;,9;
2025-05-31;10;7;981,6;23,7;5,4;,9;
2025-06-30;3;17,8;982,2;23;3,8;,9;
2025-07-31;1;,2;984,1;21,2;3,7;1;
2025-08-31;1;1,4;981,9;24,2;5,1;1,4;

